kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,tanggal,amount
"238762","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","0511","2",23/09/2022,14676933
"238762","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","0511","2",13/09/2022,77320
"238762","032","03212","511611","03212WA","2378","EBA","2","A","0","00000001","0511","2",01/11/2022,198755500
"238762","032","03212","521211","03212DL","2375","QDD","2","A","0","00000001","0511","2",25/10/2022,6058800
"238762","032","03212","521241","03212DL","2375","SCC","2","A","0","00000001","0511","2",14/11/2022,3950000
"238762","032","03212","511624","03212WA","2378","EBA","2","A","0","00000001","0511","2",01/12/2022,36180000
"352595","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","2007","2",01/03/2022,69146100
"403820","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","2007","2",01/03/2022,1295000
"403820","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","2007","2",20/04/2022,1295000
"352595","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","2007","2",23/05/2022,10211000
"403820","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","2007","2",28/07/2022,7810000
"403820","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","2007","2",21/09/2022,7810000
"403820","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","2007","2",01/10/2022,29857500
"239188","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","0354","2",09/02/2022,46649000
"239188","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","0354","2",17/03/2022,620000
"237373","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0354","7",06/04/2022,-1918815
"239188","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0354","2",08/04/2022,441670
"237373","032","03212","524113","03212DL","2376","SAC","2","A","0","00000001","0354","2",12/05/2022,6000000
"239188","032","03212","524119","03212DL","2375","SCC","2","A","0","00000001","0354","2",24/05/2022,5400000
"239188","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0354","2",24/05/2022,19752600
"237373","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0354","2",25/05/2022,17577000
"237373","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0354","2",07/06/2022,291959717
"239188","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0354","2",31/08/2022,20300
"239188","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0354","2",14/09/2022,85680
"239188","032","03212","532111","03212DL","2375","RAL","2","A","0","00000001","0354","2",08/09/2022,39516000
