kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,amount
"427630","032","03212","425151","0000000","0000","000","0","0","0","00000000","0000","2",8838000
"239188","032","03212","425421","0000000","0000","000","0","0","0","00000000","0000","2",2060700000
"440013","032","03212","425411","0000000","0000","000","0","0","0","00000000","0000","2",20675000
"622035","032","03212","425411","0000000","0000","000","0","0","0","00000000","0000","2",127900000
"427511","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",154024000
"427551","032","03212","425411","0000000","0000","000","0","0","0","00000000","0000","2",11425000
"403832","032","03212","425692","0000000","0000","000","0","0","0","00000000","0000","2",95000000
"403824","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",7000000
"403824","032","03212","425439","0000000","0000","000","0","0","0","00000000","0000","2",5000000
"403832","032","03212","425151","0000000","0000","000","0","0","0","00000000","0000","2",36000000
"403832","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",7000000
"653526","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",20800000
"403829","032","03212","425439","0000000","0000","000","0","0","0","00000000","0000","2",155011000
"427582","032","03212","425119","0000000","0000","000","0","0","0","00000000","0000","2",83350000
"427602","032","03212","425411","0000000","0000","000","0","0","0","00000000","0000","2",19775000
"403839","032","03212","425412","0000000","0000","000","0","0","0","00000000","0000","2",111090000
"238755","032","03212","425151","0000000","0000","000","0","0","0","00000000","0000","2",76600000
"634146","032","03212","425412","0000000","0000","000","0","0","0","00000000","0000","2",36200000
"634146","032","03212","425151","0000000","0000","000","0","0","0","00000000","0000","2",13000000
"427630","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",9342000
"427630","032","03212","425119","0000000","0000","000","0","0","0","00000000","0000","2",140620000
"403820","032","03212","425132","0000000","0000","000","0","0","0","00000000","0000","2",970000
"239188","032","03212","425119","0000000","0000","000","0","0","0","00000000","0000","2",9350000
"237373","032","03212","425411","0000000","0000","000","0","0","0","00000000","0000","2",15250000
"403875","032","03212","425412","0000000","0000","000","0","0","0","00000000","0000","2",24000000
"403875","032","03212","425411","0000000","0000","000","0","0","0","00000000","0000","2",22875000
"403827","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",25000000
"403828","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",68796000
"427511","032","03212","425411","0000000","0000","000","0","0","0","00000000","0000","2",5325000
"427511","032","03212","425151","0000000","0000","000","0","0","0","00000000","0000","2",348375000
"238010","032","03212","425421","0000000","0000","000","0","0","0","00000000","0000","2",499600000
"403833","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",7560000
"427551","032","03212","425119","0000000","0000","000","0","0","0","00000000","0000","2",257000000
"403817","032","03212","425151","0000000","0000","000","0","0","0","00000000","0000","2",5375000
"403829","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",544000
"427602","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",4112000
"403839","032","03212","425411","0000000","0000","000","0","0","0","00000000","0000","2",30750000
"427618","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",4489000
"634146","032","03212","425119","0000000","0000","000","0","0","0","00000000","0000","2",187500000
"403837","032","03212","425412","0000000","0000","000","0","0","0","00000000","0000","2",35200000
"238762","032","03212","425421","0000000","0000","000","0","0","0","00000000","0000","2",993600000
"352595","032","03212","425411","0000000","0000","000","0","0","0","00000000","0000","2",18750000
"237373","032","03212","425119","0000000","0000","000","0","0","0","00000000","0000","2",241220000
"440013","032","03212","425412","0000000","0000","000","0","0","0","00000000","0000","2",56400000
"440013","032","03212","425151","0000000","0000","000","0","0","0","00000000","0000","2",51200000
"427511","032","03212","425412","0000000","0000","000","0","0","0","00000000","0000","2",1595850000
"403835","032","03212","425439","0000000","0000","000","0","0","0","00000000","0000","2",55000000
"238010","032","03212","425411","0000000","0000","000","0","0","0","00000000","0000","2",24100000
"238010","032","03212","425412","0000000","0000","000","0","0","0","00000000","0000","2",86400000
"403879","032","03212","425119","0000000","0000","000","0","0","0","00000000","0000","2",282400000
"403838","032","03212","425412","0000000","0000","000","0","0","0","00000000","0000","2",70000000
"427618","032","03212","425151","0000000","0000","000","0","0","0","00000000","0000","2",72275000
"403837","032","03212","425119","0000000","0000","000","0","0","0","00000000","0000","2",196850000
"238762","032","03212","425119","0000000","0000","000","0","0","0","00000000","0000","2",2550000
"440013","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",14985000
"403818","032","03212","425151","0000000","0000","000","0","0","0","00000000","0000","2",12000000
"622035","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",26400000
"238010","032","03212","425151","0000000","0000","000","0","0","0","00000000","0000","2",154500000
"239260","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",20000000
"427573","032","03212","425421","0000000","0000","000","0","0","0","00000000","0000","2",249900000
"245124","032","03212","425151","0000000","0000","000","0","0","0","00000000","0000","2",2500000
"427582","032","03212","425129","0000000","0000","000","0","0","0","00000000","0000","2",14000000
"427582","032","03212","425421","0000000","0000","000","0","0","0","00000000","0000","2",420000000
"238755","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",25862000
"427630","032","03212","425411","0000000","0000","000","0","0","0","00000000","0000","2",11250000
"403820","032","03212","425151","0000000","0000","000","0","0","0","00000000","0000","2",265000
"440013","032","03212","425119","0000000","0000","000","0","0","0","00000000","0000","2",578680000
"403818","032","03212","425439","0000000","0000","000","0","0","0","00000000","0000","2",83550000
"403828","032","03212","425151","0000000","0000","000","0","0","0","00000000","0000","2",7470000
"403835","032","03212","425122","0000000","0000","000","0","0","0","00000000","0000","2",400000
"403833","032","03212","425439","0000000","0000","000","0","0","0","00000000","0000","2",9000000
"403817","032","03212","425439","0000000","0000","000","0","0","0","00000000","0000","2",22953000
"403823","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",7783000
"403824","032","03212","425151","0000000","0000","000","0","0","0","00000000","0000","2",4245000
"634146","032","03212","425411","0000000","0000","000","0","0","0","00000000","0000","2",35000000
"403837","032","03212","425411","0000000","0000","000","0","0","0","00000000","0000","2",38750000
"238762","032","03212","425151","0000000","0000","000","0","0","0","00000000","0000","2",74150000
"239188","032","03212","425699","0000000","0000","000","0","0","0","00000000","0000","2",4160000
"403827","032","03212","425439","0000000","0000","000","0","0","0","00000000","0000","2",436390000
"622035","032","03212","425151","0000000","0000","000","0","0","0","00000000","0000","2",1989000
"427511","032","03212","425119","0000000","0000","000","0","0","0","00000000","0000","2",554295000
"239260","032","03212","425119","0000000","0000","000","0","0","0","00000000","0000","2",3500000
