kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,tanggal,amount
"403839","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","1905","2",30/05/2022,1360000
"403839","032","03212","524111","03212DL","2376","SAC","2","A","0","00000001","1905","2",30/05/2022,41743515
"427618","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","2151","2",11/02/2022,48000000
"427618","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","2151","2",16/02/2022,53152770
"238755","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","2151","2",18/02/2022,15739680
"238755","032","03212","533111","03212DL","2375","RBQ","2","A","0","00000001","2151","2",18/02/2022,13420000
"238755","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","2151","2",14/03/2022,942240
"427618","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","2151","2",08/03/2022,40140000
"238755","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","2151","2",04/03/2022,921809905
"238755","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","2151","2",01/04/2022,61715870
"238755","032","03212","511621","03212WA","2378","EBA","2","A","0","00000001","2151","2",01/04/2022,889950
"238755","032","03212","511625","03212WA","2378","EBA","2","A","0","00000001","2151","2",24/03/2022,1303560
"427618","032","03212","521211","03212DL","2376","QDD","2","A","0","00000001","2151","2",12/04/2022,2224000
"427618","032","03212","521832","03212DL","2376","SAC","2","A","0","00000001","2151","2",12/04/2022,187953000
"238755","032","03212","521213","03212DL","2375","DDA","2","A","0","00000001","2151","2",02/06/2022,850000
"427618","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","2151","2",25/05/2022,42050000
"427630","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","3351","2",20/01/2022,10000000
"427630","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","3351","2",07/02/2022,562000
"427630","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","3351","2",01/02/2022,34900000
"634146","032","03212","521213","03212DL","2376","SAC","2","A","0","00000001","3351","2",23/02/2022,2280000
"634146","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","3351","2",01/03/2022,6815000
"427630","032","03212","511152","03212WA","2378","EBA","2","A","0","00000001","3351","2",07/03/2022,67354100
"634146","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","3351","2",16/03/2022,10103680
"427630","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","3351","2",24/03/2022,1994980
"427630","032","03212","512211","03212WA","2378","EBA","2","A","0","00000001","3351","2",08/04/2022,4128000
"427630","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","3351","2",20/04/2022,4874050
"634146","032","03212","524111","03212DL","2376","SAC","2","A","0","00000001","3351","2",11/05/2022,9000000
"634146","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","3351","2",25/04/2022,158900339
"634146","032","03212","521832","03212DL","2376","SAC","2","A","0","00000001","3351","2",31/05/2022,192888000
"634146","032","03212","521219","03212DL","2376","SAC","2","A","0","00000001","3351","2",06/06/2022,20635778
"427630","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","3351","2",27/06/2022,2013048
"634146","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","3351","2",24/06/2022,10879000
"634146","032","03212","511153","03212WA","2378","EBA","2","A","0","00000001","3351","2",17/06/2022,52088600
"403837","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","0209","2",02/03/2022,9476700
"403837","032","03212","521219","03212DL","2376","SAC","2","A","0","00000001","0209","2",30/03/2022,27447000
"403837","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","0209","2",17/03/2022,8445632
"403837","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0209","2",17/03/2022,11929100
"403837","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","0209","2",27/05/2022,75000
"403837","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","0209","2",27/05/2022,1547640
"403837","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0209","2",20/04/2022,1480000
"403837","032","03212","524113","03212DL","2376","SAC","2","A","0","00000001","0209","2",28/04/2022,600000
"403837","032","03212","524111","03212DL","2376","SAC","2","A","0","00000001","0209","2",13/06/2022,4528500
"238762","032","03212","521219","03212WA","2378","EBA","2","A","0","00000001","0511","2",14/02/2022,7145000
"238762","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","0511","2",03/01/2022,1308288900
"238762","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0511","2",24/02/2022,3229310
"238762","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0511","2",15/03/2022,915000
"238762","032","03212","522151","03212DL","2375","SCC","2","A","0","00000001","0511","2",14/03/2022,4700000
"238762","032","03212","522141","03212DL","2375","SCC","2","A","0","00000001","0511","2",14/03/2022,6750000
"238762","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0511","2",23/03/2022,19670
"238762","032","03212","523131","03212WA","2378","EBA","2","A","0","00000001","0511","2",25/04/2022,8848000
